Object ID,APN - Assessor's Parcel Number,Full Address,Agency Owner Name,Agency Type,Use Type,Use Description,Zip Code,Tax Rate Area,Tax Rate City,Agency Class No,Use Code,Use Code 2,Design Type 1,Year Built,Effective Year,Units,Bedrooms,Bathrooms,Square Feet Main,Design Type 2,Year Built 2,Effective Year 2,Units 2,Bedrooms 2,Bathrooms 2,Square Feet Main 2,Design Type 3,Year Built 3,Effective Year 3,Units 3,Bedrooms 3,Bathrooms 3,Square Feet Main 3,Design Type 4,Year Built 4,Effective Year 4,Units 4,Bedrooms 4,Bathrooms 4,Design Type 5,Year Built 5,Effective Year 5,Units 5,Bedrooms 5,Bathrooms 5,Square Feet Main 5,Roll Year,Roll Land Value,Roll Improvement Value,Roll Pers Prop Value,Roll Fixture Value,Roll Home Owners Exemption,Roll Real Estate Exemption,Roll Pers Prop Exemption,Roll Fixture Exemption,Roll Land Base Year,Roll Imp Base Year,Quality Class 1,Quality Class 2,Quality Class 3,Quality Class 4,Quality Class 5,Spatial Change Date,Parcel Create Date,Parcel Type Code,Assessor Map,Assessor IndexMap,Legal Description Line 1,Legal Description Line 2,Legal Description Line 3,Legal Description Line 4,Legal Description Line 5,Legal Description Line Last,Shape,CENTER LON,CENTER X,CENTER Y,Location 1,LAT LON
"5,465",4379-027-903,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4379-027,4379-NDX,BEL-AIR EX 5.368 ACS DESC IN OR10976-328,TO L A CITY AND EX LAND DESC IN,OR32849-384 TO E STEINKAMP INC,,,LOT    R,34,-118,"6,422,772","1,863,773",,"34.112868, -118.458863"
"5,037",4238-025-901,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20001130,0,4238-025,4238-NDX,M B 2-59 FOR DESC SEE ASSESSOR'S MAPS,,,,,POR OF LOT 18 BLK 17,33,-118,"6,419,915","1,817,594",,"33.985940, -118.467592"
"1,188",2551-012-901,,L A City,LA City,Government,Government Parcel,,13,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1143703214000,0,0,2551-012,2551-NDX,*WATER DISTRIBUTION SYSTEM IMPS EXCEPTED,PURSUANT TO R AND T SEC 2189.6,*LOT (EX OF ST) AND (EX OF HIKING AND,RIDING TRAIL) COM AT MOST W COR OF LOT,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,OF LOT 1 WEST PORTION OF TUJUNGA RANCH,34,-118,"6,468,560","1,923,575",,"34.277673, -118.308201"
"9,592",7448-036-924,,L A City,LA City,Industrial,Industrial,,14,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20010124,0,7448-036,7448-NDX,TR=2052 LOT 56,,,,,,33,-118,"6,475,082","1,731,483",,"33.749891, -118.284811"
"1,789",2785-015-903,,L A City,LA City,Government,Government Parcel,,16,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1401784790000,0,0,2785-015,2785-NDX,PARCEL MAP AS PER BK 171 P 28-29 OF PM,,,,,LOT    1,34,-118,"6,398,440","1,904,232",,"34.223709, -118.539967"
"8,779",7418-033-906,,L A City,LA City,Government,Government Parcel,,400,LOS ANGELES,236000,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19890623,0,7418-033,7418-NDX,WILMINGTON RANGE 3 5 98.5 FT OF LOT 3,,,,,BLK 11,33,-118,"6,481,391","1,739,253",,"33.771288, -118.264124"
"7,055",5455-009-901,,L A City,LA City,Government,Government Parcel,,4,LOS ANGELES,236000,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5455-009,5455-NDX,ALBERT H BEACH'S COTTAGE TERRACE,,,,,(EX OF STS) LOT   78,34,-118,"6,491,012","1,858,685",,"34.099532, -118.233383"
"1,257",2561-022-901,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2561-022,2561-NDX,OFFICIAL MAP OF LOS ANGELES COUNTY AS,PER BK 3 PG 32 TO 37 OF O M,,,,LOT  556 DIV 114 REG 18,34,-118,"6,463,928","1,910,127",,"34.240681, -118.323391"
"3,490",3261-031-271,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,9539,unincorporated,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,490,0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3261-031,3261-NDX,TRACT NO 30315   LOT COM AT SE COR OF,LOT 48 TH N ON E LINE OF SEC 3 T 8N,R 14W TO N LINE OF LOT 35 TH W ON SD,N LINE 7.94 FT TH S TO A PT W ON S,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,AND LOT   48,34,-118,"6,458,488","2,116,203",,"34.806888, -118.343721"
"3,854",4110-014-901,,L A City,LA City,Government,Government Parcel,,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1346065863000,19970612,0,4110-014,4110-NDX,TR=22262 LOT 30,,,,,,33,-118,"6,441,138","1,816,002",,"33.981816, -118.397564"
"1,132",2533-015-901,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2533-015,2533-NDX,TRACT NO 18475   NW 29.82 FT (EX OF ST),,,,,OF LOT   49,34,-118,"6,436,079","1,922,624",,"34.274740, -118.415705"
"8,991",7428-017-944,,Alameda Corridor Transportation Authority,Miscellaneous,Industrial,Industrial,,14,LOS ANGELES,620000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1192100128000,20011111,0,7428-017,7428-NDX,DOMINGUEZ HARBOR TRACT 1/2 VAC ALLEY,,,,,ADJ ON E AND LOT 20 BLK 7,33,-118,"6,491,666","1,744,162",,"33.784845, -118.230354"
"3,868",4116-002-906,,L A City,LA City,Residential,Single,,67,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4116-002,4116-NDX,A PORTION OF PLAYA DEL REY TOWNSITE,LOT COM S 59¢53' W 75 FT FROM MOST,N COR OF LOT 1 BLK 8 TH S 59¢53' W,29.55 FT TH SE ON NE LINE OF,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,AND LOT    7 BLK    8,33,-118,"6,424,675","1,808,375",,"33.960666, -118.451754"
"2,598",3025-056-283,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"6,648",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3025-056,3025-NDX,*S 1/2 OF NW 1/4 OF NE 1/4 OF SW 1/4 OF,,,,,SW 1/4 OF SEC   16 T   6N R 11W,34,-118,"6,544,871","2,042,579",,"34.605057, -118.055815"
"8,280",6314-033-271,,L A  City Dept of Water & Power,LADWP,Industrial,Industrial,,10828,VERNON,236924,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"518,227",0,0,0,0,0,0,0,"1,978","1,978",,,,,,1435670459000,20010614,0,6314-033,6314-NDX,L S 23-1-22 FOR DESC SEE ASSESSOR'S,,,,,MAPS POR OF LOT 10,33,-118,"6,507,515","1,820,238",,"33.993978, -118.178646"
"9,678",7467-030-902,,L A City,LA City,Government,Government Parcel,,14,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,7467-030,7467-NDX,PECKS OCEAN VIEW TRACT,,,,,LOT   18 BLK    6,33,-118,"6,473,603","1,715,587",,"33.706199, -118.289523"
"7,200",5512-007-903,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5512-007,5512-NDX,TRACT NO 7372 LOT  416,,,,,,34,-118,"6,454,614","1,848,682",,"34.071753, -118.353494"
"8,974",7428-017-927,,Alameda Corridor Transportation Authority,Miscellaneous,Industrial,Industrial,,14,LOS ANGELES,620000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1061827640000,20011219,0,7428-017,7428-NDX,DOMINGUEZ HARBOR TRACT 1/2 VAC ALLEY ADJ,,,,,ON E AND LOT 17 BLK 7,33,-118,"6,491,656","1,744,281",,"33.785174, -118.230388"
"7,796",6054-003-901,,L A City,LA City,Government,Government Parcel,,212,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,6054-003,6054-NDX,TRACT # 9191 LOT   26,,,,,,33,-118,"6,474,337","1,803,261",,"33.947117, -118.287939"
"6,592",5215-006-902,,L A City,LA City,Government,Government Parcel,,4,LOS ANGELES,236000,880V,88,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,0,,,,,,0,0,5215-006,5215-NDX,LOT COM AT SW COR OF SE1/4 OF NE1/4 OF,SEC 24 T 1S R 13W TH E ON S LINE OF SD,SE1/4 OF NE1/4 TO NW LINE OF,MULTNOMAH ST TH NE THEREON TO NW LINE OF,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,NE1/4 OF SEC   24 T   1S R 13W,34,-118,"6,504,464","1,848,513",,"34.071658, -118.188884"
"7,943",6120-026-900,,L A City S by S,LA City,Government,Government Parcel,,19,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,6120-026,6120-NDX,TRACT # 16232 LOTS 91 AND,,,,,LOT   92,33,-118,"6,475,366","1,782,787",,"33.890865, -118.284354"
"2,718",3028-019-272,,L A City,LA City,Government,Government Parcel,,4546,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"4,837",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3028-019,3028-NDX,TRACT NO 27222   LOTS 12 AND,,,,,LOT   21,34,-117,"6,572,858","2,039,906",,"34.597719, -117.962809"
200,2139-021-906,"22201 VICTORY BLVD LOS ANGELES CA 91303
(34.18649, -118.610467)",L A City,LA City,Residential,Single,91303-2590,8852,LOS ANGELES,236000,100,1,120,1954,1954,1,3,2,"1,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,D65B,,,,,1423576320000,19870417,0,2139-021,2139-NDX,TR=18734         LOT 39,,,,,,34,-118,"6,377,050","1,890,917","22201 VICTORY BLVD
LOS ANGELES CA
(34.18649, -118.610467)","34.186786, -118.610456"
"6,008",5078-012-900,"1035 S BERENDO ST LOS ANGELES CA 90006
(34.051672, -118.293704)",Community Redevelopment Agency of L A City,LA City,Residential,Single,90006-2603,6657,LOS ANGELES,236900,100,1,110,1930,1930,1,2,1,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,D5A,,,,,1240223931000,20090204,0,5078-012,5078-NDX,ELECTRIC RAILWAY HOMESTEAD ASSN LOT 8,,,,,BLK 24,34,-118,"6,472,605","1,841,318","1035 S BERENDO ST
LOS ANGELES CA
(34.051672, -118.293704)","34.051678, -118.294014"
"3,267",3081-021-284,,L A  City Dept of Water & Power,LADWP,Irrigated Farm,Desert,,4692,unincorporated,236924,580V,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"5,007",0,0,0,0,0,0,0,"1,982","1,982",,,,,,,0,0,3081-021,3081-NDX,*THAT POR (EX OF ST) OF LAND DESC IN DOC,"NO 748798, 81-7-28 OF W 1/2 OF NW 1/4 OF",,,,NE 1/4 OF SEC   13 T   5N R  9W,34,-117,"6,630,040","2,014,332",,"34.527242, -117.772989"
"1,205",2552-007-902,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,13,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2552-007,2552-NDX,LOT COM N 11¢45' W 302.65 FT FROM STA,NO 9 RO TUJUNGA TH E 398.66 FT TH S 62¢,22' W TO NE LINE OF BIG TUJUNGA CANYON,BLVD TH SE AND FOLLOWING SD BLVD TO N,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,AND 3 IN SEC   12 T   2N R 14W,34,-118,"6,470,655","1,923,623",,"34.277823, -118.301265"
852,2401-002-900,,L A City,LA City,Government,Government Parcel,,13,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2401-002,2401-NDX,OFFICAL MAP OF L A COUNTY AS PER BK 3,"PG 32-37 OF O M EX OF ST LOTS 48,49,50,","51,52,53,54,55,56,58,59,60,61,62,63,64,","65,66, AND 67 AND ALL OF LOTS 99,100,",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,"119,120 AND SEC  121 T  115 R 18W",34,-118,"6,463,466","1,908,597",,"34.236473, -118.324901"
336,2210-027-906,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2210-027,2210-NDX,TRACT NO 16545 E 100 FT OF,,,,,LOT   21,34,-118,"6,424,855","1,898,877",,"34.209353, -118.452503"
"9,262",7440-005-924,,L A City,LA City,Industrial,Industrial,,14,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1130162908000,0,0,7440-005,7440-NDX,TR=4094*(EX OF ST),,,,,LOT   22,33,-118,"6,484,218","1,739,451",,"33.771851, -118.254826"
412,2239-013-901,,L A City,LA City,Government,Government Parcel,,13,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2239-013,2239-NDX,TRACT # 1000 N 1 FT OF S 131 FT OF E,30 FT OF W 310 FT OF,,,,LOT   37,34,-118,"6,428,924","1,889,083",,"34.182491, -118.438904"
348,2215-017-904,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1395211899000,0,0,2215-017,2215-NDX,*TR=17876*(EX OF ST),,,,,LOT   20,34,-118,"6,428,363","1,897,626",,"34.205957, -118.440884"
"3,376",3214-010-280,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,8933,unincorporated,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,168,0,0,0,0,0,0,0,"1,975","1,975",,,,,,,19900502,0,3214-010,3214-NDX,POR OF NE 1/4 OF SE 1/4 OF SEC 15 T 5,,,,,N R 14 W,34,-118,"6,462,527","2,010,745",,"34.517149, -118.329115"
"1,296",2568-002-901,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2568-002,2568-NDX,TRACT NO 4432   THAT PART W OF HAINES,CANYON CHANNEL (PER FM 11134-4) OF,,,,LOT   47,34,-118,"6,476,489","1,913,561",,"34.250219, -118.281861"
"3,816",3388-015-291,VAC/80TH ST E(DRT)/VIC AVE M12 LANCASTER CA 93552,L A City,LA City,Government,Government Parcel,93552,3459,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"14,700",0,0,0,0,0,0,0,"1,998","1,998",,,,,,,19980305,0,3388-015,3388-NDX,S 1/2 OF S 1/2 OF S 1/2 OF E 1/2 OF NE,,,,,1/4 OF E 1/4 OF SEC  1 T6N R11W,34,-117,"6,565,137","2,053,534","VAC/80TH ST E(DRT)/VIC AVE M12
LANCASTER CA","34.635172, -117.988462"
"6,252",5160-012-909,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5160-012,5160-NDX,*TR=L A IMP COS SUB OF PART OF LOT 7,,,,,BLK 39 H S LOT   10 BLK   16,34,-118,"6,483,143","1,845,919",,"34.064398, -118.259266"
"4,005",4117-023-906,,L A City,LA City,Miscellaneous,Miscellaneous,,68,LOS ANGELES,236000,8000,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4117-023,4117-NDX,"TRACT NO 8557  LOTS 4, 5, 6, 7, 8, 9,","10, 11, 12, 13, 14, 15 AND",,,,LOT   16 BLK   55,33,-118,"6,428,356","1,804,627",,"33.950412, -118.439561"
"8,577",7338-002-279,,L A  City Dept of Water & Power,LADWP,Commercial,Commercial,,1017,CARSON,236924,100V,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"23,398",0,0,0,0,0,0,0,"1,978","1,978",,,,,,1416308938000,0,0,7338-002,7338-NDX,*TR=PART OF THE RANCHO PEDRO ALLOTTED TO,MANUEL DOMINGUEZ*T/L EASE PER OR 10278-,362 E 15 FT OF 30 FT STRIP OF LAND IN,CENTER OF AVALON BLVD EXTENDING FROM S,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,DECARSON 500 AC ALLOT,33,-118,"6,480,883","1,773,786",,"33.866173, -118.266098"
689,2324-001-903,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,13,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19990102,0,2324-001,2324-NDX,TR=1212 POR OF LOT 113,,,,,,34,-118,"6,437,510","1,897,264",,"34.205070, -118.410626"
547,2303-002-902,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2303-002,2303-NDX,TRACT NO 23534 EX OF ST,,,,,LOT   15,34,-118,"6,434,176","1,900,810",,"34.214775, -118.421703"
"1,496",2634-004-913,,L A City,LA City,Government,Government Parcel,,13,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1310476041000,20090822,0,2634-004,2634-NDX,MACLAY RANCHO FOR DESC SEE ASSESSOR'S,,,,,MAPS POR OF BLK 324,34,-118,"6,438,253","1,906,416",,"34.230228, -118.408291"
542,2303-001-900,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2303-001,2303-NDX,TRACT NO 19480 EX OF ST,,,,,LOT   31,34,-118,"6,434,177","1,901,192",,"34.215826, -118.421703"
"3,878",4116-007-920,,L A City,LA City,Government,Government Parcel,,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4116-007,4116-NDX,RANCHO SAUSAL REDONDO   LOT BD NE AND,SW BY TROLLEY PL E BY VISTA DEL MAR,AND NW BY CULVER BLVD PART OF LOT 38,,,IN BLK   2S,33,-118,"6,425,456","1,807,218",,"33.957497, -118.449163"
"6,132",5133-022-902,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,13262,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19930922,0,5133-022,5133-NDX,FOR DESC SEE ASSESSOR'S MAPS,,,,,,34,-118,"6,483,567","1,834,505",,"34.033039, -118.257770"
"2,480",3025-046-279,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,603,0,0,0,0,0,0,0,"1,981","1,981",,,,,,,0,0,3025-046,3025-NDX,*S 1/2 OF NW 1/4 OF SW 1/4 OF NW 1/4,,,,,OF SE 1/4 OF SEC    9 T   6N R 11W,34,-118,"6,546,854","2,048,575",,"34.621536, -118.049234"
948,2414-015-900,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,13,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2414-015,2414-NDX,PROPERTY OF THE LANKERSHIM RANCH LAND,AND WATER CO LOT COM AT SE COR OF LOT 13,TRACT NO 16410 TH N 80.61 FT WITH A,UNIFORM DEPTH OF 119.28 FT E PART OF,,LOT  119,34,-118,"6,451,869","1,888,829",,"34.182043, -118.363035"
"9,732",8535-024-272,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,2101,BALDWIN PARK,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"6,961",0,0,0,0,0,0,0,"1,982",0,,,,,,1346403454000,20101206,1,8535-024,8535-NDX,PM 368-10-12 T/L EASE LOT 1 CONDO THAT,,,,,POR IN TRA 12483 OF UNIT 2 (AIRSPACE),34,-117,"6,567,331","1,857,719",,"34.097101, -117.981287"
"9,141",7428-031-903,,L A City,LA City,Industrial,Industrial,,14,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,7428-031,7428-NDX,TR=2016 LOT   27 BLK    8,,,,,,33,-118,"6,488,929","1,743,869",,"33.784023, -118.239360"
"8,897",7428-011-903,,Alameda Corridor Transportation Authority,Miscellaneous,Industrial,Industrial,,14,LOS ANGELES,620000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20010824,0,7428-011,7428-NDX,DOMINGUEZ HARBOR TRACT 1/2 VAC ST ADJ,,,,,ON E AND LOT 10 BLK 10,33,-118,"6,492,441","1,744,105",,"33.784695, -118.227803"
"4,258",4128-004-920,,L A City,LA City,,,,302,LOS ANGELES,236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1136369668000,20051011,0,4128-004,4128-NDX,TR=14225 LOT 5,,,,,,33,-118,"6,448,908","1,805,219",,"33.952267, -118.371803"
"7,817",6055-021-901,,L A City,LA City,Government,Government Parcel,,307,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,6055-021,6055-NDX,TRACT # 9191 LOT   42,,,,,,33,-118,"6,468,202","1,803,198",,"33.946894, -118.308166"
"9,045",7428-025-908,,L A City,LA City,Industrial,Industrial,,14,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19950321,0,7428-025,7428-NDX,TR=2016 EX OF ST LOT 6 BLK 14,,,,,,33,-118,"6,490,307","1,743,098",,"33.781912, -118.234818"
"4,692",4128-024-903,,L A City,LA City,Industrial,Industrial,,302,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20000807,0,4128-024,4128-NDX,TR=14159 LOT 226,,,,,,33,-118,"6,447,907","1,802,788",,"33.945577, -118.375076"
"2,496",3025-047-276,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"1,901",0,0,0,0,0,0,0,"1,980","1,980",,,,,,,0,0,3025-047,3025-NDX,*SE 1/4 OF SW 1/4 OF NE 1/4 OF SE 1/4,,,,,OF SEC    9 T   6N R 11W,34,-118,"6,548,517","2,048,312",,"34.620816, -118.043705"
139,2121-023-901,,L A City S by S,LA City,Government,Government Parcel,,8852,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2121-023,2121-NDX,TRACT NO 16252 EX OF ST,,,,,LOT    4,34,-118,"6,402,394","1,895,370",,"34.199414, -118.526731"
"3,104",3077-005-278,"9636 E AVE N-6 PALMDALE CA 93550
(30.62035, -88.26918)",L A City,LA City,Residential,Single,93550,4546,unincorporated,236004,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"4,300",0,0,0,0,0,0,0,"1,978","1,975",,,,,,,0,0,3077-005,3077-NDX,*TR=RECORD OF SURVEY AS PER BK 72 PG 47,OF R S*E 137.23 FT (MEASURED AT R/A TO,,,,E LINE) OF LOT   19,34,-117,"6,574,777","2,049,961","9636 E AVE N-6
PALMDALE CA
(34.625856, -117.956485)","34.625347, -117.956418"
"7,383",5564-028-901,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,67,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5564-028,5564-NDX,LOOKOUT MOUNTAIN PARK 0.76 MORE OR LESS,AC COM AT NW COR OF LOT 17 TRACT,NO 22376 TH W ON S LINE OF TR NO 20243,"110 FT TH S 8¢12'34"" E 120 FT TH S 44¢",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT    D,34,-118,"6,443,487","1,862,484",,"34.109564, -118.390410"
"5,263",4365-001-903,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,67,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19890217,0,4365-001,4365-NDX,SANTA MONICA LAND AND WATER CO TR POR,,,,,OF BLK 40,34,-118,"6,420,148","1,848,860",,"34.071856, -118.467302"
"7,145",5492-005-900,,L A City,LA City,Government,Government Parcel,,4,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5492-005,5492-NDX,"HIGHLAND PARK ADD EX OF ST LOTS 3,4",,,,,"5,6 AND LOT    7 BLK   16",34,-118,"6,503,543","1,860,190",,"34.103740, -118.192000"
